NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"Cap'n Barnacle's Miniature Golf","2 David Drown Blvd, Fairhaven, MA 02719, USA",41.6385140,-70.8833400,4.8
"Pirate's Cove Adventure Golf","728 Main St, South Yarmouth, MA 02664, USA",41.6500021,-70.2211712,4.6
"Miners Falls Mini Golf","28 M-28, Munising, MI 49862, USA",46.3830535,-86.6237050,4.9
"Novi Putting Edge","44225 W 12 Mile Rd, Novi, MI 48377, USA",42.4933494,-83.4854212,3.9
"Garden City Miniature Golf","29060 Ford Rd, Garden City, MI 48135, USA",42.3259809,-83.3282166,4.6
"Pirate's Cove Adventure Golf","1230 US-31, Petoskey, MI 49770, USA",45.3888088,-84.9148715,4.7
"Kensington Mills Falls","2055 S Milford Rd, Milford, MI 48381, USA",42.5577606,-83.6159588,4.4
"Royal Oak Golf Center","3500 Edgar Ave, Royal Oak, MI 48073, USA",42.5192916,-83.1823513,4.5
"Alpine Mountain Golf","11873 Gera Rd, Birch Run, MI 48415, USA",43.2521639,-83.7341611,4.0
"Jawor's Golf Center","32900 Gratiot Ave, Roseville, MI 48066, USA",42.5378810,-82.9084810,4.1
"Lake Nepessing Golfland","1125 Lake Nepessing Rd, Lapeer, MI 48446, USA",43.0249937,-83.3593853,4.6
"Crystal Falls Mini Golf and Self Storage","1396 US-31, Benzonia, MI 49616, USA",44.6118630,-86.0984870,4.9
"Pirate's Cove Adventure Golf","1256 W West Branch Rd, Prudenville, MI 48651, USA",44.3060526,-84.6350734,4.6
"Lockside Mini-Golf","447 W Portage Ave, Sault Ste. Marie, MI 49783, USA",46.5017434,-84.3539027,5.0
"Ella Sharp Mini Golf","2800 Fourth St, Jackson, MI 49203, USA",42.2170742,-84.4169757,4.5
"Loeschner Village Green","4521 Chicago Dr SW, Grandville, MI 49418, USA",42.9064840,-85.7754890,3.6
"Willow Creek Golf & Sports Center","3120 S Lapeer Rd, Lake Orion, MI 48359, USA",42.7331040,-83.2465290,4.4
"Lochen Wood Mini Golf and Ice Cream","3028 M-137, Interlochen, MI 49643, USA",44.6436280,-85.7672480,3.6
"Funtyme Adventure Parks","6295 E Saginaw Hwy, Grand Ledge, MI 48837, USA",42.7417521,-84.7160338,4.0
"Dewitt Golf Center","11890 US 27, Dewitt, MI 48820, USA",42.8430762,-84.5444508,4.6
"Southern Golf Distributors Inc","500 Mariner Dr, Michigan City, IN 46360, USA",41.7328992,-86.8303134,NONE
"Dairy Ranch","1717 142nd Ave, Dorr, MI 49323, USA",42.7252822,-85.7142328,4.7
"Buoy 18 Miniature Golf and Ice Cream","960 E Midland St, Bay City, MI 48706, USA",43.6014848,-83.8957610,4.4
"Chinook Pier Mini Golf","301 N Harbor Dr, Grand Haven, MI 49417, USA",43.0675090,-86.2319292,4.0
"Lost Pirates Adventure Golf","5221 Bay City Rd, Midland, MI 48642, USA",43.6056964,-84.1657220,4.5
"Northern Falls Mini Golf-Cones","765 E Parkdale Ave, Manistee, MI 49660, USA",44.2696535,-86.2878609,4.4
"Alpine Miniature Golf & Range","4855 Alpine Ave NW, Comstock Park, MI 49321, USA",43.0517845,-85.6907691,4.2
"Pleasant Meadows (Golf, Mini Golf, Disc Golf)","6028 W Cadillac Dr, Lake, MI 48632, USA",43.8971575,-84.9719655,4.2
"Oasis Golf Center","39500 Five Mile Road, Plymouth, MI 48170, USA",42.3966518,-83.4342426,4.2
"Adventure Golf Services | Miniature Golf Services By Arne Lundmark, Inc.","1742 Barlow St, Traverse City, MI 49686, USA",44.7359597,-85.6057036,4.0
"Into the Woods Mini Golf & Garden","1028 Gratiot St, Copper Harbor, MI 49918, USA",47.4697351,-87.8977227,4.8
"Stone Mountain Family Fun Center","3171 W Russell Rd, Tecumseh, MI 49286, USA",41.9916506,-83.9608436,4.5
"Sundae Sundae Golf Golf","631 E Lakewood Blvd, Holland, MI 49424, USA",42.8055890,-86.0814940,3.1
"Adventure Zone","125 W Chicago Rd, Coldwater, MI 49036, USA",41.9338546,-85.0624374,4.3
"Ella Sharp Park Golf Course","2800 4th Street, Jackson, MI 49203, USA",42.2152223,-84.4245487,4.3
"Bat'n Club","2544 Barclay St, Muskegon, MI 49441, USA",43.2061560,-86.2703432,4.6
"Armstrong's Funland","8787 Belleville Rd, Belleville, MI 48111, USA",42.2370417,-83.4855574,4.5
"Gun Lake Miniature Golf and Driving Range","W., 12073 M-179, Wayland, MI 49348, United States",42.6311014,-85.5260691,5.0
"Key North Mini Golf","7057 Main St, Caseville, MI 48725, USA",43.9336791,-83.2807147,3.8
"Golf Center","2280 E Broomfield Rd, Mt Pleasant, MI 48858, USA",43.5811580,-84.8012650,4.6
"Midway Sports & Entertainment","22381 Van Born Rd, Taylor, MI 48180, USA",42.2676710,-83.2542220,4.3
"Ludington Area Jaycees' Mini Golf Course","900 W Ludington Ave, Ludington, MI 49431, USA",43.9557693,-86.4595854,4.8
"Great Lakes Glow Golf","3494 Plainfield Ave NE, Grand Rapids, MI 49525, USA",43.0267429,-85.6289603,4.1
"AJ'S family fun center","4400 Ball Park Dr NE, Comstock Park, MI 49321, USA",43.0430280,-85.6576040,4.1
"Putt'in 4 Paws","6010 Lakeshore Rd, Lexington, MI 48450, USA",43.2538961,-82.5301770,4.8
"Old Town Golf and Sportland","6724 N Monroe St, Monroe, MI 48162, USA",41.9751147,-83.3734775,4.8
"Bedford Hills Golf Club","6400 Jackman Rd, Temperance, MI 48182, USA",41.7317647,-83.5855458,4.3
"Hubie's Wondergolf","1909 US-23, East Tawas, MI 48730, USA",44.2939787,-83.4454858,4.5
"4X Adventureland","521 Fairlane St, Harrison, MI 48625, USA",44.0270042,-84.8094518,4.4
"C.J. Barrymore's Entertainment","21750 Hall Rd, Charter Twp of Clinton, MI 48038, USA",42.6275311,-82.8956603,4.4
"Hacker's Golf and Games","3019 S 11th St, Niles, MI 49120, USA",41.7657010,-86.2497870,4.6
"Dutch Village Adventure Park","2525 N Euclid Ave, Bay City, MI 48706, USA",43.6666740,-83.9117674,3.2
"Mystic Creek Golf Course & Banquet Center","1 Champions Circle, Milford, MI 48380, USA",42.5886155,-83.6299637,4.4
"Lee's Miniature Golf","1016 S State Ave, Alpena, MI 49707, USA",45.0496642,-83.4447548,4.9
"Kramer-Ruthruff Disc Golf Course","1090 E Wieland Rd, Lansing, MI 48906, USA",42.7808913,-84.5406311,4.7
"Hidden Pointe","1062 Nickerson Ave, Benton Harbor, MI 49022, USA",42.0721260,-86.4323230,4.2
"Southmoor Golf, Bar, Grill","S Dort Hwy, Burton, MI 48529, USA",42.9660928,-83.6532333,4.1
"Sandy Dunes Adventure Golf","2755 Port Austin Rd, Port Austin, MI 48467, USA",43.9984238,-83.0926358,4.7
"Great American Adventures","2088 US-31, Petoskey, MI 49770, USA",45.3996200,-84.8830950,4.3
"A J's Adventureland Inc","8915 US-31 BUS, Pentwater, MI 49449, USA",43.8062987,-86.4219633,4.6
"Sportway of Westland","38520 Ford Rd, Westland, MI 48185, USA",42.3248906,-83.4201743,4.3
"Putt R Golf","1128 E West Branch Rd, Prudenville, MI 48651, USA",44.3057599,-84.6330922,4.5
"Big Stone Mini Golf","7110 County Rd 110 W, Minnetrista, MN 55364, USA",44.9264010,-93.7038520,4.8
"The Links At Dred Scott Miniature golf","10820 Bloomington Ferry Rd, Minneapolis, MN 55438, USA",44.8075127,-93.3857944,4.3
"Moose Mountain Adventure Golf","376 North Garden, Bloomington, MN 55425, USA",44.8554083,-93.2418448,3.1
"Golf Zone","825 Flying Cloud Dr, Chaska, MN 55318, USA",44.8108570,-93.5421440,4.5
"Lilli Putt","1349 Coon Rapids Blvd NW, Coon Rapids, MN 55433, USA",45.1527940,-93.3017130,4.2
"Can Can Wonderland","755 Prior Ave N #004, St Paul, MN 55104, USA",44.9645088,-93.1829197,4.2
"Glow in One Mini Golf","12579 Central Ave NE, Blaine, MN 55449, USA",45.1994134,-93.2321047,4.5
"Pirate's Cove Adventure Golf","17992 MN-371, Brainerd, MN 56401, USA",46.4122157,-94.2845259,4.6
"Malt-T-Melt Mini Golf & Malt Shop","6335 Portland Ave, Richfield, MN 55423, USA",44.8883590,-93.2660130,2.5
"Pier 77 Mini-Golf","4066 Co Rd 77, Tower, MN 55790, USA",47.8664530,-92.4051290,5.0
"Traditions Mini Golf Llc","24228 MN-210, Deerwood, MN 56444, USA",46.4771260,-93.8894080,4.8
"Wildwedge Golf, Mini Golf & Maze","32792 Paul Bunyan Trail Drive, Pequot Lakes, MN 56472, USA",46.6286198,-94.3210814,4.7
"Gator Greens Mini Golf","439 Half St, Lanesboro, MN 55949, USA",43.7345188,-91.9301552,5.0
"Whistling Wolf Mini Golf","36006 Co Rd 66, Crosslake, MN 56442, USA",46.6750232,-94.1082792,4.9
"Putt n Pets Mini Golf","2014 MN-61, Grand Marais, MN 55604, USA",47.7489791,-90.3633401,4.4
"Bison Creek Mini Golf","1207 MN-25, Buffalo, MN 55313, USA",45.1862685,-93.8770348,4.1
"Centennial Lakes Park","7499 France Ave S, Edina, MN 55435, USA",44.8669033,-93.3260572,4.6
"Midwest Golf Dome","1815 Van Dyke St, Maplewood, MN 55109, USA",44.9959439,-93.0234803,3.8
"Northern Links","20333 Highway 15 North, Hutchinson, MN 55350, USA",44.9116578,-94.3685523,3.6
"Water's Edge Mini Golf - Owatonna","175 Landmark Dr NE, Owatonna, MN 55060, USA",44.1103638,-93.2227810,4.1
"MAC N BONES GOLF & GRILL","1 Mac and Bones Blvd, Pearl, MS 39208, USA",32.2685135,-90.1431991,3.4
"Seasons Mini Golf","9592, 2280 Lakeland Dr, Flowood, MS 39232, United States",32.3317172,-90.1261825,4.4
"Bananas Mini Golf & Arcade","2251 E Pass Rd, Gulfport, MS 39507, USA",30.4003394,-89.0045849,4.7
"Big Play Entertainment Center","1842 Beach Blvd, Biloxi, MS 39531, USA",30.3943050,-88.9479454,4.4
"Greenville Muni Golf Course","465 Deer Creek Rd, Greenville, MS 38703, USA",33.4892106,-90.9949730,NONE
"Li'l Mississippi Golf","1020 W Kimberly Rd, Davenport, IA 52806, USA",41.5609072,-90.5866953,4.5
"Pirate's Cove Adventure Golf","2901 Green Mountain Dr, Branson, MO 65616, USA",36.6323640,-93.2740920,4.6
"Pirate's Cove Adventure Golf","5850 Osage Beach Pkwy, Osage Beach, MO 65065, USA",38.1172290,-92.6820620,4.7
"Shoot for the Stars Mini-Golf","3110 W 76 Country Blvd, Branson, MO 65616, USA",36.6376799,-93.2779115,4.1
"Greatest Adventures Miniature Golf","4800 North, Gretna Rd, Branson, MO 65616, United States",36.6599090,-93.2579210,4.4
"Sugar Creek Miniature Golf Inc","3001 Bagnell Dam Blvd, Lake Ozark, MO 65049, USA",38.1805876,-92.6260954,4.5
"Parkville Mini Golf","7 W 1st St, Parkville, MO 64152, USA",39.1892911,-94.6843704,3.8
"Cool Crest Family Fun Center","10735 E, US-40, Independence, MO 64055, United States",39.0514718,-94.4525781,3.9
"Brookside Miniature Golf","2925 Shepherd of the Hills Expy, Branson, MO 65616, USA",36.6521623,-93.2774409,3.9
"Fun Acre","214 W Glenwood St, Springfield, MO 65807, USA",37.1692984,-93.2936628,4.5
"Getaway Golf","3833 E State Hwy D, Springfield, MO 65809, USA",37.1805810,-93.2155043,4.3
"Aloha Mini Golf & Shave Ice","13502 Big Bend Rd, St. Louis, MO 63122, USA",38.5666831,-90.4724747,4.6
"Lost Treasure Golf","3336 W 76 Country Blvd, Branson, MO 65616, USA",36.6380110,-93.2847628,4.4
"Swing Right Golf","444 E Farm Rd 192, Springfield, MO 65810, USA",37.0975736,-93.2924547,4.6
"The Island Mini Golf","29187 Sunset Dr, Macon, MO 63552, USA",39.7458852,-92.4971833,5.0
"Indoor Mini Golf","1945 W 76 Country Blvd, Branson, MO 65616, USA",36.6433342,-93.2557270,3.6
"Putt'n Stuff Family Fun Center","5440 Osage Beach Pkwy, Osage Beach, MO 65065, USA",38.1266236,-92.6648229,4.0
"Cool Crest Garden Golf","1400 N Belt Hwy, St Joseph, MO 64506, USA",39.7807823,-94.8036939,2.8
"Concord Bowl and Recreation","11801 Tesson Ferry Rd, St. Louis, MO 63128, USA",38.5208860,-90.3639920,4.3
"Back To The 50s Mini Golf","2801 MO-76, Branson, MO 65616, USA",36.6391214,-93.2693727,3.1
"Dinosaur Canyon","2501 Green Mountain Dr, Branson, MO 65616, USA",36.6360346,-93.2672121,4.3
"Cave Spring Golf Center","3650 W Clay St, St Charles, MO 63301, USA",38.7917670,-90.5557750,4.4
"Desert Falls Mini Golf and All American Batting Cages","11801 Tesson Ferry Rd, St. Louis, MO 63128, USA",38.5205900,-90.3633110,3.7
"Paradise Park","1021 NE Colbern Rd, Lee's Summit, MO 64086, USA",38.9444620,-94.3558428,4.2
"St.Louis Putting Edge","5555 St.Louis Mills Blvd suite 459, Hazelwood, MO 63042, USA",38.7893020,-90.4096890,3.8
"Family Golf Park","19901-20499 Corporal M. E. Webster Memorial Pkwy, Blue Springs, MO 64015, USA",39.0237830,-94.3423271,4.4
"Arena Park Golf","2901 Hawthorne Rd, Cape Girardeau, MO 63701, USA",37.3168812,-89.5669821,4.5
"Grand Country Fun Spot","1945 W 76 Country Blvd, Branson, MO 65616, USA",36.6427639,-93.2550863,3.9
"Hillside Mini Golf","430 W Promenade St, Mexico, MO 65265, USA",39.1712846,-91.8874261,5.0
"Swing-A-Round","3541 Veterans Memorial Pkwy, St Charles, MO 63303, USA",38.7886040,-90.5476099,4.0
"Leisure Park","3208 S Ingram Ave, Sedalia, MO 65301, USA",38.6819260,-93.2227851,4.3
"Wildwood Indoor Mini Golf","200 Wildwood Dr S, Branson, MO 65616, USA",36.6364519,-93.2653021,4.5
"Swing-A-Round Fun Town","335 Skinker Ln, Fenton, MO 63026, USA",38.5134108,-90.4434979,4.1
"Turkey Creek Golf Center","1616 Oil Well Rd, Jefferson City, MO 65101, United States",38.6051610,-92.1745050,4.3
"Kokomo Joe's Family Fun Center","10450 State Rte V, Rolla, MO 65401, USA",37.9930680,-91.7241880,4.3
"Family Golf and Learning Center","3717 Tree Court Industrial Blvd, St. Louis, MO 63122, USA",38.5587500,-90.4571330,4.0
"Sawyer's Creek","11011 Missouri 79, Hannibal, MO 63401, USA",39.6948093,-91.3324982,4.2
"The Athletic & Golf Club at Maple Creek","5330 NE Oak Ridge Dr, Kansas City, MO 64119, USA",39.1913103,-94.5158584,3.6
"Midway Golf Complex","5500 W Van Horn Tavern Rd, Columbia, MO 65203, USA",38.9694675,-92.4155736,3.6
"Stor-A-Way Self Storage","720 State Hwy 47, Union, MO 63084, USA",38.4363923,-90.9911095,4.0
"Branson: Don Gardner Golf Course","201 Compton Dr, Branson, MO 65616, USA",36.6572773,-93.2184727,2.8
"Smid's Mini Golf","8818 Missouri T, Wappapello, MO 63966, USA",36.9058447,-90.2931595,NONE
"Big Bend Golf Center","3390 Quinette Rd, Valley Park, MO 63088, USA",38.5666458,-90.4751356,4.3
"Chesterfield Sports Fusion","140 Long Rd, Chesterfield, MO 63005, USA",38.6659483,-90.6165146,4.4
"GlowGolf","2825 South Glenstone Avenue R14A, Springfield, MO 65804, USA",37.1622079,-93.2644800,2.7
"Aaron's Family Fun Center","17070 Aaron Ln, Belton, MO 64012, USA",38.8151756,-94.5010260,4.0
"Bigfoot On the Strip","3608 MO-76, Branson, MO 65616, USA",36.6462023,-93.2885337,4.5
"Tower Tee Batting Cages","6727 Heege Rd, St. Louis, MO 63123, USA",38.5679570,-90.3291980,4.9
"Talking Rocks Cavern","423 Fairy Cave Ln, Branson West, MO 65737, USA",36.6772686,-93.3774334,4.6
"Rangeline Golf Center","2001 N Rangeline Rd, Joplin, MO 64801, USA",37.1081308,-94.4754658,4.2
"Golfport of Maryland Heights","1 Golfport Dr, St. Louis, MO 63146, USA",38.7268400,-90.4948640,4.4
"MWR Rec Plex","604, Constitution Ave, Fort Leonard Wood, MO 65473, USA",37.7579415,-92.1179527,4.5
"Tilt Studio","101 N Rangeline Rd, Joplin, MO 64801, USA",37.0920973,-94.4741316,3.0
"Howl In One Mini Golf","10401 Cabela Dr, Kansas City, KS 66111, USA",39.1172756,-94.8181123,2.6
"Pheasant Run Golf Course","205 Sports Cir, O'Fallon, MO 63368, USA",38.7411011,-90.7047235,4.0
"Falls Golf Club","1170 Turtle Creek Dr, O'Fallon, MO 63366, USA",38.7919513,-90.7247457,4.2
"Lazer Lanes","3412 Grindstone Pkwy, Columbia, MO 65201, USA",38.9118139,-92.2966009,4.2
"Valley View Garden Golf","1405 9th St NW, Great Falls, MT 59404, USA",47.5203591,-111.3260174,4.7
"Geyser Park","7250 Entryway Dr, Billings, MT 59101, USA",45.7274102,-108.5990539,3.9
"Sleeping Giant Lanes & Mini Golf","3355 US-12 U.S. 12, Helena, MT 59601, USA",46.5903870,-111.9701050,4.3
"Goosetown Miniature Golf","909 Goosetown Rd, Anaconda, MT 59711, USA",46.1287269,-112.9411736,4.7
"Amazing Fun Center","10265 Hwy 2 E, Columbia Falls, MT 59912, USA",48.4246920,-114.0445340,4.1
"Pro Putt Mini Golf","1212 5th Ave, Havre, MT 59501, USA",48.5417300,-109.6778420,5.0
"Duane's World Mini Golf","Main St, Winifred, MT 59489, USA",47.5591729,-109.3754768,NONE
"Flippin' Family Fun","5501 9th Ave S, Great Falls, MT 59405, USA",47.4950388,-111.2166193,4.4
"Adventure Golf Center","5901 S 56th St, Lincoln, NE 68516, USA",40.7534930,-96.6448360,4.3
"Putting Plus","9216 Maple St, Omaha, NE 68134, USA",41.2856208,-96.0546401,4.2
"Prehistoric Putt","11134 Q St, Omaha, NE 68137, USA",41.2058857,-96.0867288,4.4
"Boulder Creek Amusement Park","14208 S St, Omaha, NE 68137, USA",41.2041882,-96.1359649,3.7
"Andy's Isle of Fun-Jerryco's","2310 N Webb Rd, Grand Island, NE 68803, USA",40.9442020,-98.3799710,5.0
"Papio Greens Golf Center","11050 S 66th St, Papillion, NE 68133, USA",41.1494820,-96.0150170,3.5
"Papio Fun Park","210 E Lincoln St, Papillion, NE 68046, USA",41.1545410,-96.0386820,4.2
"Beatrice Mini Golf","2099 N 6th St, Beatrice, NE 68310, USA",40.2859821,-96.7476429,5.0
"Family Fun Center XL","10765 M St, Omaha, NE 68127, USA",41.2106775,-96.0801375,3.0
"Mini Golf Course","3916 18th St, Columbus, NE 68601, USA",41.4338757,-97.3762833,4.5
"Pirate Putt","1718 Madison Ave, Council Bluffs, IA 51503, USA",41.2431249,-95.8275665,4.5
"Magic Carpet Golf","6925 S Virginia St, Reno, NV 89511, USA",39.4634427,-119.7833052,4.3
"KISS by Monster Mini Golf","3700 W Flamingo Rd, Las Vegas, NV 89103, USA",36.1167873,-115.1859453,4.4
"Wild Island Family Adventure Park - Waterpark","250 Wild Island Ct, Sparks, NV 89434, USA",39.5308651,-119.7137743,4.4
"Cosmic Mini Golf Underwater Adventure","1300 W Sunset Rd #2401, Henderson, NV 89014, USA",36.0671229,-115.0428251,2.1
"Coconut Bowl at Wild Island","1855 E Lincoln Way, Sparks, NV 89434, USA",39.5328999,-119.7122082,4.3
"Twilight Zone by Monster Mini Golf","Ballys Hotel, 3645 S Las Vegas Blvd, Las Vegas, NV 89109, United States",36.1141455,-115.1708272,4.7
"Pure Putt Inc","251 Jeanell Dr, Carson City, NV 89703, USA",39.1796646,-119.7687384,4.0
"Grand Adventure Land","2500 E 2nd St, Reno, NV 89595, USA",39.5234840,-119.7804050,3.6
"Need 2 Speed","6895-B Sierra Center Pkwy, Reno, NV 89511, USA",39.4641932,-119.7787694,4.4
"Pirate's Cove Adventure Golf","2001 White Mountain Hwy, North Conway, NH 03860, USA",44.0341314,-71.1203143,4.5
"Chuckster's","9 Bailey Rd, Chichester, NH 03258, USA",43.2441627,-71.4444075,4.5
"Hobo Hills Adventure Golf","127 Main St, Lincoln, NH 03251, USA",44.0375355,-71.6763926,4.4
"Moose Meadow Mini Golf","240 Main St, Gorham, NH 03581, USA",44.3938835,-71.1869704,4.1
"Captain's Cove Adventure Golf","814 Lafayette Rd, Hampton, NH 03842, USA",42.9499718,-70.8328679,4.0
"Mammoth Green Driving Range and Mini Golf","135 Nashua Rd, Londonderry, NH 03053, USA",42.8446000,-71.3632980,5.0
"Pirate's Cove Adventure Golf","3253 US-3, Meredith, NH 03253, USA",43.6233380,-71.4864790,4.3
"Twinkletown Miniature Golf","3 Arrowcrest Dr, Swanzey, NH 03446, USA",42.8897313,-72.2432955,4.6
"Glowgolf","1500 S Willow St #100, Manchester, NH 03103, USA",42.9567835,-71.4313416,2.9
"Paradise Falls Mini Golf LLC","252 Lee Rd, Moultonborough, NH 03254, USA",43.7509017,-71.3711491,4.8
"Pirate's Cove Adventure Golf","4 Daniel Webster Hwy, Winnisquam, NH 03289, USA",43.5013560,-71.5161620,4.4
"Buc's Lagoon","59 Ocean Blvd, Hampton, NH 03842, USA",42.9037170,-70.8122280,4.3
"Legends Golf & Family Rec","18 Legends Dr, Hooksett, NH 03106, USA",43.0535944,-71.4452934,4.3
"Casino Mini Golf","169 Ocean Blvd, Hampton, NH 03842, USA",42.9096146,-70.8110187,3.5
"Sagamore Golf, Inc.","101 North Road, North Hampton, NH 03862, USA",42.9924070,-70.8417090,3.8
"Mel's Funway Park","454 Charles Bancroft Hwy, Litchfield, NH 03052, USA",42.8805620,-71.4678650,4.1
"Hilltop Fun Center--Please see website for most updated hours","165 NH-108, Somersworth, NH 03878, USA",43.2384980,-70.8957580,4.4
"Fore-U Golf Center","298 N Plainfield Rd, West Lebanon, NH 03784, USA",43.6218140,-72.3297330,4.5
"White Lake Speedway Inc.","1799 White Mountain Hwy, Tamworth, NH 03886, USA",43.8315080,-71.2081310,4.1
"Jays Bayside","5 Mt Major Hwy, Alton Bay, NH 03810, USA",43.4703580,-71.2358619,4.4
"Brookstone Park","14 NH-111, Derry, NH 03038, USA",42.8550534,-71.2102422,4.4
"Putter's Village","19 Center St, Wolfeboro, NH 03894, USA",43.5852794,-71.2061557,5.0
"Logs of Fun","36 Endicott St E, Laconia, NH 03246, USA",43.6037380,-71.4541660,3.7
"Funspot","579 Endicott St N, Laconia, NH 03246, USA",43.6137257,-71.4773852,4.5
"Chuckster's - Hooksett","53 Hackett Hill Rd, Hooksett, NH 03106, USA",43.0805122,-71.4779079,5.0
"White Mountain Family Golf","17 Town Hall Rd, Intervale, NH 03845, USA",44.1042798,-71.1544739,4.0
"Sagamore Golf","22 North Road, North Hampton, NH 03862, USA",42.9882708,-70.8216150,4.6
"Max's Country Golf","383 Middlesex Rd, Tyngsborough, MA 01879, USA",42.6926293,-71.4340023,4.2
"Amherst Country Club","72 Ponemah Rd, Amherst, NH 03031, USA",42.8294385,-71.6040416,4.2
"Jay Gee's Ice Cream and Fun Center","602 Lowell St, Methuen, MA 01844, USA",42.6961960,-71.2258240,4.6
"Daytona Fun Park","36 Endicott St E, Laconia, NH 03246, USA",43.6030440,-71.4508590,3.5
"Humdingers Grill","850 NH-101, Keene, NH 03431, USA",42.9168488,-72.2319746,3.8
"Shipwrecked Mini Golf","83 Natural High Rd, Lebanon, ME 04027, United States",43.3396600,-70.9297110,5.0
"Jurassic Mini-Golf","167 Elm St, Salisbury, MA 01952, USA",42.8437003,-70.8911474,3.8
"Ponemah Green Family Golf Center","55 Ponemah Rd, Amherst, NH 03031, USA",42.8324683,-71.6129219,4.3
"Cedarland","888 Boston Rd, Haverhill, MA 01835, USA",42.7542238,-71.1025681,3.7
"Paradise Family Golf","25 Lonergan Rd, Middleton, MA 01949, USA",42.5741419,-70.9979227,4.6
"UberBlast","2129 White Mountain Hwy, North Conway, NH 03860, USA",44.0379770,-71.1222940,3.8
"Mulligan's Miniature Golf","124 Leominster Rd, Sterling, MA 01564, USA",42.4541960,-71.7487170,4.3
"Monster Mini Golf","775 US-1, Edison, NJ 08817, USA",40.5130160,-74.3840180,4.2
"Monster Mini Golf","49 E Midland Ave, Paramus, NJ 07652, USA",40.9487370,-74.0683310,4.3
"Monster Mini Golf","194 U.S. 46, Fairfield, NJ 07004, USA",40.8730119,-74.3026928,4.4
"Monster Mini Golf","749 Hope Rd, Eatontown, NJ 07724, USA",40.2780580,-74.0751115,4.4
"Pine Creek Miniature Golf","394 NJ-31, Ringoes, NJ 08551, USA",40.3937220,-74.8428330,4.7
"Pleasant Valley Miniature Golf","93 NJ-73, Voorhees Township, NJ 08043, USA",39.8265430,-74.9284030,4.5
"Hole In One Miniature Golf","910 NJ-36, Leonardo, NJ 07737, USA",40.4136088,-74.0558210,4.5
"Essex County Safari MiniGolf","9 Cherry Ln, West Orange, NJ 07052, USA",40.7686767,-74.2846252,4.5
"Island Miniature Golf","4501 New Jersey Ave, Wildwood, NJ 08260, USA",38.9855770,-74.8223290,4.5
"Castle Cove Mini Golf & Arcade","705 Rt 15 South, Lake Hopatcong, NJ 07849, United States",40.9576498,-74.5961977,4.6
"Hyatt HIlls Golf Complex","1300 Raritan Rd, Clark, NJ 07066, USA",40.6337958,-74.3094863,4.1
"Paramus Mini Golf","314 Paramus Rd, Paramus, NJ 07652, USA",40.9472217,-74.0924694,NONE
"Medieval Fantasy Mini Golf","1336 Boardwalk, Ocean City, NJ 08226, USA",39.2716570,-74.5801210,3.9
"Congo Falls Adventure Golf","1132 Boardwalk, Ocean City, NJ 08226, USA",39.2732698,-74.5766437,4.2
"Shipwreck Island Mini Golf","800 Ocean Ave, Bradley Beach, NJ NJ 07720, USA",40.2037134,-74.0063544,4.4
"Bluegrass Mini Golf","175 Oceanport Avenue, (Port-au-Peck Avenue entrance), Oceanport, NJ 07757, United States",40.3125120,-74.0183370,4.9
"Cape May Miniature Golf","315 Jackson St, Cape May, NJ 08204, USA",38.9340175,-74.9252592,4.3
"Atlantic City Miniature Golf","1 Kennedy Plz, Atlantic City, NJ 08401, United States",39.3539783,-74.4372976,4.0
"Pirate Island Miniature Golf","2738 Dune Dr, Avalon, NJ 08202, USA",39.0976680,-74.7217730,4.2
"Lake Hopatcong Golf Club","37 Nolans Point Park Rd, Lake Hopatcong, NJ 07849, USA",40.9479809,-74.6294684,4.7
"Dragon's Lair Mini Golf","3616 Boardwalk, Wildwood, NJ 08260, USA",38.9863428,-74.8116011,3.6
"Pirate Island Golf Ocean City","112 E 9th St, Ocean City, NJ 08226, USA",39.2799240,-74.5781140,4.4
"Pirate Island Miniature Golf","3302 Landis Ave, Sea Isle City, NJ 08243, USA",39.1607760,-74.6871450,4.3
"Farmview Golf Center","15 East Ave, Hackettstown, NJ 07840, USA",40.8432398,-74.8191641,4.5
"Flamingo Miniature Golf Course","Long Beach Blvd & W 5th St, Ship Bottom, NJ 08008, USA",39.6519803,-74.1740810,4.9
"Starlux Mini Golf","4800 Ocean Ave, Wildwood, NJ 08260, USA",38.9807397,-74.8204474,4.5
"Asbury Eighteen Mini-Golf","1050 Ocean Ave, Asbury Park, NJ 07712, USA",40.2207460,-73.9997710,4.3
"The Golf Zone","239 US-206, Flanders, NJ 07836, USA",40.8399390,-74.7055250,3.8
"Colonial Park Putting Course","156 Mettlers Rd, Somerset, NJ 08873, USA",40.5108415,-74.5609703,4.5
"Haunted Golf","824 Boardwalk, Ocean City, NJ 08226, USA",39.2754330,-74.5703970,3.9
"Castlegate Restaurant & Mini Golf","67 NJ-57, Phillipsburg, NJ 08865, USA",40.7000028,-75.1598240,4.3
"Jurassic Golf","300 New Jersey Ave, Wildwood, NJ 08260, USA",39.0065781,-74.7958318,4.1
"Anchor Golf Center","21 NJ-10, Whippany, NJ 07981, USA",40.8124570,-74.3958350,4.2
"Pennington Golf Center","29 NJ-31, Pennington, NJ 08534, USA",40.3222470,-74.7981200,4.4
"Mr Tee's Putt & Play","101 S Bay Ave, Beach Haven, NJ 08008, USA",39.5623594,-74.2406213,4.4
