NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"Pirate's Cove Adventure Golf","368 ME-3, Bar Harbor, ME 04609, USA",44.4303464,-68.2679014,4.7
"Schooner Miniature Golf","58 Ocean Park Rd, Saco, ME 04072, USA",43.5082610,-70.4240150,4.3
"Pirate's Cove Adventure Golf","70 1st St, Old Orchard Beach, ME 04064, USA",43.5121010,-70.3787183,4.6
"Steamboat Landing Mini Golf","15 Steamboat Landing Rd, Naples, ME 04055, USA",43.9638135,-70.6033077,4.5
"Golfer's Crossing LLC","7 Country Way, Rockport, ME 04856, USA",44.1973411,-69.0789120,4.5
"Tabers Restaurant and Golf","470 Lake Shore Dr, Auburn, ME 04210, USA",44.1608400,-70.2540410,4.5
"Dolphin Mini Golf","510 Wiscasset Rd, Boothbay, ME 04537, USA",43.9071383,-69.6164562,4.5
"Gifford's Mini Golf & Batting","170 Silver St, Waterville, ME 04901, USA",44.5401592,-69.6461479,4.4
"Shaws Ridge Farm Mini Golf","55 Shaws Ridge Rd, Sanford, ME 04073, USA",43.4608767,-70.7663981,4.7
"Wonder Mountain Fun Park","270 Post Rd, Wells, ME 04054, USA",43.2801160,-70.5957880,3.8
"Mountain View Golf Range","1569 Main St, Sanford, ME 04073, USA",43.4054293,-70.7324965,4.5
"Pirate's Cove Adventure Golf","2001 White Mountain Hwy, North Conway, NH 03860, USA",44.0341314,-71.1203143,4.5
"Gifford's Miniature Golf","Uppr Madison Ave, 307 Madison Ave, Skowhegan, ME 04976, United States",44.7826422,-69.7268342,4.8
"Wells Beach Mini-Golf","1000 Post Rd, Wells, ME 04090, USA",43.3039487,-70.5855697,4.6
"Shipwrecked Mini Golf","83 Natural High Rd, Lebanon, ME 04027, United States",43.3396600,-70.9297110,5.0
"Rockport Mini-Golf","773 Commercial St, Rockport, ME 04856, USA",44.1503710,-69.0878360,4.8
"Sandbaggers Driving Range & Mini Golf","305 Bath Rd, Brunswick, ME 04011, USA",43.9126030,-69.8982319,3.2
"Roys Allsteak Hamburgers and Golf Center","2514 Turner Rd, Auburn, ME 04210, USA",44.1604410,-70.2346080,4.4
"Wild Acadia Fun Park & Water Slides","233 Bar Harbor Rd, Trenton, ME 04605, USA",44.4960407,-68.3800194,4.1
"Sunset Ridge Golf Links","771 Cumberland St, Westbrook, ME 04092, USA",43.7040998,-70.3750089,3.9
"Monster Mini Golf","1422, 9116 Gaither Rd, Gaithersburg, MD 20877, United States",39.1174820,-77.1881990,4.4
"Perry Hall Mini Golf","4123 E Joppa Rd, Nottingham, MD 21236, USA",39.3978220,-76.4835300,4.4
"Gaithersburg Miniature Golf Course","514 S Frederick Ave, Gaithersburg, MD 20877, USA",39.1347590,-77.1927030,3.4
"Monster Mini Golf - Towson","1969 E Joppa Rd, Parkville, MD 21234, USA",39.3960829,-76.5451964,4.6
"Embers Island Mini Golf","2305 Philadelphia Ave, Ocean City, MD 21842, USA",38.3525443,-75.0774657,4.2
"Rocky Gorge 4 Seasons Golf Fairway","8445 Old Columbia Rd, Laurel, MD 20723, USA",39.1360190,-76.9099400,3.4
"Nick's Maui Golf","101 57th St, Ocean City, MD 21842, USA",38.3810609,-75.0685189,3.7
"Laurel Golf Center","9801 Fort Meade Rd, Laurel, MD 20707, USA",39.0950207,-76.8343754,4.5
"Night Hawk Golf Center","814 Route 3 South, Gambrills, MD 21054, USA",39.0454710,-76.6705433,4.0
"Fun Haven Golf","5075 Crain Hwy, La Plata, MD 20646, USA",38.5737800,-76.9757840,3.6
"Lost Treasure Golf","13903 Coastal Hwy, Ocean City, MD 21842, USA",38.4450529,-75.0536311,4.4
"Severna Park Golf Center","1257 Ritchie Hwy, Arnold, MD 21012, USA",39.0458474,-76.5171078,3.9
"Nick's Mini Golf","12407 Coastal Hwy, Ocean City, MD 21842, USA",38.4300067,-75.0557854,2.8
"Old Pro Golf","2801 Philadelphia Ave, Ocean City, MD 21842, USA",38.3574378,-75.0752264,4.3
"Miniature Golf","18056 Central Park Cir, Boyds, MD 20841, USA",39.1522200,-77.3084339,NONE
"Nick's Mini Golf","1801 Philadelphia Ave, Ocean City, MD 21842, USA",38.3484622,-75.0791073,3.3
"Old Pro Golf","2300 Philadelphia Ave, Ocean City, MD 21842, USA",38.3526509,-75.0764343,4.1
"Mitchell's Golf Complex","301 Mitchell Dr, Reisterstown, MD 21136, USA",39.4731576,-76.8399094,3.8
"CARIBBEAN PIRATES MINI GOLF","13603 Coastal Hwy, Ocean City, MD 21842, USA",38.4423551,-75.0543425,4.3
"Island Green Family Fun Center","1199 Pleasant Valley Rd S, Westminster, MD 21158, USA",39.6064802,-77.0579981,4.6
"Jurassic Golf and Arcade","4122, 331 Baltimore Pike suite 8, Bel Air, MD 21014, United States",39.5297478,-76.3498700,4.4
"Churchville Golf Driving Range","3040 Churchville Rd, Churchville, MD 21028, USA",39.5566290,-76.2396060,4.1
"Golf Down Under","DE-54, Fenwick Island, DE 19944, USA",38.4519214,-75.0525728,4.5
"Bel Air Golf Center","3103 Belair Rd, Kingsville, MD 21087, USA",39.4796441,-76.4047474,4.4
"Columbia SportsPark","5453 Harpers Farm Rd, Columbia, MD 21044, USA",39.2244090,-76.8901900,4.3
"Scary Strokes","2960 Technology Pl Suite #106, Waldorf, MD 20601, USA",38.6310193,-76.9130545,4.6
"Viking Golf & Go-Karts, Thunder Lagoon Waterpark","38965 Virginia Ave, Fenwick Island, DE 19944, USA",38.4526825,-75.0538906,4.3
"Fun Zone Mini Golf-Laser Tag","75 Fort Dr, McHenry, MD 21541, USA",39.5495278,-79.3509602,4.2
"Surfside Golf","6557 Maddox Blvd, Chincoteague Island, VA 23336, USA",37.9302842,-75.3588209,4.4
"Family Recreation Park","21036 National Pike, Boonsboro, MD 21713, USA",39.5655552,-77.6348189,3.7
"Old Pro Golf","6801 Coastal Hwy, Ocean City, MD 21842, USA",38.3902704,-75.0657557,4.5
"Smileys Bar & Grill","72 Fort Dr, McHenry, MD 21541, USA",39.5487878,-79.3509120,3.5
"Jolly Roger Amusement Park","2901 Coastal Hwy, Ocean City, MD 21842, USA",38.3600322,-75.0767681,4.1
"Putters Paradise","130 Commerce Dr, Middletown, DE 19709, USA",39.4471865,-75.7398367,4.6
"Chuck Will Golf Academy Your Complete Niche Golf School, Clubfitting & Training Facility","21593 Jesse Ct, Sterling, VA 20166, USA",39.0186434,-77.4298260,5.0
"Bretton Woods Recreation Center","15700 River Rd, Germantown, MD 20874, USA",39.0768928,-77.3277225,3.9
"Lucky Duck Miniature Golf Course","7500 Accotink Park Rd, Springfield, VA 22150, USA",38.7896955,-77.2125056,4.6
"Baja Amusements","12639 Ocean Gateway, Ocean City, MD 21842, USA",38.3382980,-75.1118940,3.9
"Players Fun Zone","519 Old Westminster Pike, Westminster, MD 21157, USA",39.5604350,-76.9789471,4.3
"South Germantown Splash Park and Mini Golf","18056 Central Park Cir, Boyds, MD 20847, USA",39.1504627,-77.3061994,4.9
"Great Waves Waterpark","4001 Eisenhower Ave, Alexandria, VA 22304, USA",38.8051738,-77.0999726,3.8
"Paint Branch Golf Course","4690 University Blvd E, College Park, MD 20740, USA",39.0047601,-76.9357039,4.2
"Monster Mini Golf, Columbia/Jessup","7351 Assateague Dr #380, Jessup, MD 20794, USA",39.1695020,-76.7859390,4.1
"Captain Jack's Pirate Golf","21 N. Pennylvania Ave., Bethany Beach, DE 19930, USA",38.5404323,-75.0575897,3.9
"Elkton Golf & Batting Center","390 E Pulaski Hwy, Elkton, MD 21921, USA",39.5971747,-75.8134868,4.3
"Pasadena Golf Center","4358 Mountain Rd, Pasadena, MD 21122, USA",39.1198885,-76.5060105,4.3
"Monster Mini Golf - Chantilly","14130 Sullyfield Cir G, Chantilly, VA 20151, USA",38.8946288,-77.4397918,4.5
"Arundel Golf Park","1501 Dorsey Rd, Glen Burnie, MD 21061, USA",39.1619104,-76.6553718,4.2
"Rock Creek Park Golf Course","6100 16th St NW, Washington, DC 20011, USA",38.9656614,-77.0387613,3.4
"Fort Whaley Campground","11224 Dale Rd, Whaleyville, MD 21872, USA",38.3829746,-75.3106696,4.4
"Burke Lake Park Mini-Golf Course","7315 Ox Rd, Fairfax Station, VA 22039, USA",38.7622768,-77.3060804,4.1
"Langston Golf Course & Driving Range","2600 Benning Rd NE, Washington, DC 20002, USA",38.8986200,-76.9699570,3.9
"Hereford Golf Center","17110 York Rd, Parkton, MD 21120, USA",39.5943720,-76.6636130,4.4
"Yinglings GOLF CENTER","20220 Jefferson Blvd, Hagerstown, MD 21742, USA",39.6436178,-77.6659160,4.4
"Gunpowder Golf Course","14300 Old Gunpowder Rd, Laurel, MD 20707, USA",39.0857930,-76.9168040,4.1
"University of Maryland Golf Course","3800 Golf Course Road, College Park, MD 20742, USA",38.9911831,-76.9545936,4.2
"Mulligan's Miniature Golf","124 Leominster Rd, Sterling, MA 01564, USA",42.4541960,-71.7487170,4.3
"Golf On the Village Green","315 Worcester St, Natick, MA 01760, USA",42.3034151,-71.3376830,4.3
"Paradise Family Golf","25 Lonergan Rd, Middleton, MA 01949, USA",42.5741419,-70.9979227,4.6
"Kimball Farm Miniature Golf","400 Littleton Rd, Westford, MA 01886, USA",42.5503764,-71.4591010,4.4
"Holiday Hill Miniature Golf","350 Main St, Dennis Port, MA 02639, USA",41.6665157,-70.1342777,4.1
"Pirate's Cove Adventure Golf","728 Main St, South Yarmouth, MA 02664, USA",41.6500021,-70.2211712,4.6
"Cape Escape Adventure Golf","14 Canal Rd, Orleans, MA 02653, USA",41.7971533,-69.9849129,4.4
"Putters Miniature Golf","360 Worcester Rd, Charlton, MA 01507, USA",42.1482636,-71.9306959,4.6
"Norton Mini Golf and Ice Cream","1306, 242 Mansfield Ave, Norton, MA 02766, United States",41.9903484,-71.2110474,4.4
"Cap'n Barnacle's Miniature Golf","2 David Drown Blvd, Fairhaven, MA 02719, USA",41.6385140,-70.8833400,4.8
"Monster Mini Golf","1560 Boston-Providence Turnpike, Norwood, MA 02062, USA",42.1602641,-71.1998284,4.2
"Atlantic Golf Centers Ltd","754 Newport Ave, Attleboro, MA 02703, USA",41.9161618,-71.3582448,4.5
"Putters Paradise","119 MA-28, West Yarmouth, MA 02673, USA",41.6570785,-70.2626667,4.4
"Monster Mini Golf","140 Taunton Ave, Seekonk, MA 02771, USA",41.8263568,-71.3425286,4.3
"Putts & More","750 Concord St, Holliston, MA 01746, USA",42.2358904,-71.4327782,4.5
"Stony Falls Mini Golf","53 Alvord St, South Hadley, MA 01075, USA",42.2513200,-72.5968663,3.8
"Merrimack Valley Pavilion","2087 Main St, Tewksbury, MA 01876, USA",42.5863403,-71.2000385,4.3
"Susan's Garden Mini Golf","Chase's Landing, 244 Lower County Rd, Dennis Port, MA 02639, United States",41.6583500,-70.1369360,4.0
"Steve & Sue's Par-Tee Freeze & Adventure Falls Mini Golf","455 W Main St, Hyannis, MA 02601, USA",41.6498660,-70.3137670,4.3
"Golf Country","530 Turnpike St, South Easton, MA 02375, USA",42.0064252,-71.0661384,3.7
"Garden City Miniature Golf","29060 Ford Rd, Garden City, MI 48135, USA",42.3259809,-83.3282166,4.6
"Willow Creek Golf & Sports Center","3120 S Lapeer Rd, Lake Orion, MI 48359, USA",42.7331040,-83.2465290,4.4
"Pirate's Cove Adventure Golf","1230 US-31, Petoskey, MI 49770, USA",45.3888088,-84.9148715,4.7
"Bat'n Club","2544 Barclay St, Muskegon, MI 49441, USA",43.2061560,-86.2703432,4.6
"Adventure Golf Services | Miniature Golf Services By Arne Lundmark, Inc.","1742 Barlow St, Traverse City, MI 49686, USA",44.7359597,-85.6057036,4.0
"Jawor's Golf Center","32900 Gratiot Ave, Roseville, MI 48066, USA",42.5378810,-82.9084810,4.1
"Lee's Miniature Golf","1016 S State Ave, Alpena, MI 49707, USA",45.0496642,-83.4447548,4.9
"Kensington Mills Falls","2055 S Milford Rd, Milford, MI 48381, USA",42.5577606,-83.6159588,4.4
"Royal Oak Golf Center","3500 Edgar Ave, Royal Oak, MI 48073, USA",42.5192916,-83.1823513,4.5
"Pirate's Cove Adventure Golf","1256 W West Branch Rd, Prudenville, MI 48651, USA",44.3060526,-84.6350734,4.6
"Alpine Mountain Golf","11873 Gera Rd, Birch Run, MI 48415, USA",43.2521639,-83.7341611,4.0
"Crystal Falls Mini Golf and Self Storage","1396 US-31, Benzonia, MI 49616, USA",44.6118630,-86.0984870,4.9
"Loeschner Village Green","4521 Chicago Dr SW, Grandville, MI 49418, USA",42.9064840,-85.7754890,3.6
"Ludington Area Jaycees' Mini Golf Course","900 W Ludington Ave, Ludington, MI 49431, USA",43.9557693,-86.4595854,4.8
"Ella Sharp Park Golf Course","2800 4th Street, Jackson, MI 49203, USA",42.2152223,-84.4245487,4.3
"Lost Pirates Adventure Golf","5221 Bay City Rd, Midland, MI 48642, USA",43.6056964,-84.1657220,4.5
"Ella Sharp Mini Golf","2800 Fourth St, Jackson, MI 49203, USA",42.2170742,-84.4169757,4.5
"Miners Falls Mini Golf","28 M-28, Munising, MI 49862, USA",46.3830535,-86.6237050,4.9
"Buoy 18 Miniature Golf and Ice Cream","960 E Midland St, Bay City, MI 48706, USA",43.6014848,-83.8957610,4.4
"Lake Nepessing Golfland","1125 Lake Nepessing Rd, Lapeer, MI 48446, USA",43.0249937,-83.3593853,4.6
"Alpine Miniature Golf & Range","4855 Alpine Ave NW, Comstock Park, MI 49321, USA",43.0517845,-85.6907691,4.2
"Kooky Miniature Golf","283 W Spring St, Port Austin, MI 48467, USA",44.0458594,-82.9992407,4.6
"Golf Center","2280 E Broomfield Rd, Mt Pleasant, MI 48858, USA",43.5811580,-84.8012650,4.6
"Dewitt Golf Center","11890 US 27, Dewitt, MI 48820, USA",42.8430762,-84.5444508,4.6
"Dairy Ranch","1717 142nd Ave, Dorr, MI 49323, USA",42.7252822,-85.7142328,4.7
"Lake City Miniature Golf","406, N Houghton St, Lake City, MI 49651, United States",44.3387512,-85.2089946,4.7
"Oasis Golf Center","39500 Five Mile Road, Plymouth, MI 48170, USA",42.3966518,-83.4342426,4.2
"Lockside Mini-Golf","447 W Portage Ave, Sault Ste. Marie, MI 49783, USA",46.5017434,-84.3539027,5.0
"Northern Falls Mini Golf-Cones","765 E Parkdale Ave, Manistee, MI 49660, USA",44.2696535,-86.2878609,4.4
"Kramer-Ruthruff Disc Golf Course","1090 E Wieland Rd, Lansing, MI 48906, USA",42.7808913,-84.5406311,4.7
"Hubie's Wondergolf","1909 US-23, East Tawas, MI 48730, USA",44.2939787,-83.4454858,4.5
"Putt R Golf","1128 E West Branch Rd, Prudenville, MI 48651, USA",44.3057599,-84.6330922,4.5
"Armstrong's Funland","8787 Belleville Rd, Belleville, MI 48111, USA",42.2370417,-83.4855574,4.5
"Chinook Pier Mini Golf","301 N Harbor Dr, Grand Haven, MI 49417, USA",43.0675090,-86.2319292,4.0
"Novi Putting Edge","44225 W 12 Mile Rd, Novi, MI 48377, USA",42.4933494,-83.4854212,3.8
"Into the Woods Mini Golf & Garden","1028 Gratiot St, Copper Harbor, MI 49918, USA",47.4697351,-87.8977227,4.8
"Key North Mini Golf","7057 Main St, Caseville, MI 48725, USA",43.9336791,-83.2807147,3.8
"Stone Mountain Family Fun Center","3171 W Russell Rd, Tecumseh, MI 49286, USA",41.9916506,-83.9608436,4.5
"A J's Adventureland Inc","8915 US-31 BUS, Pentwater, MI 49449, USA",43.8062987,-86.4219633,4.6
"Old Town Golf and Sportland","6724 N Monroe St, Monroe, MI 48162, USA",41.9751147,-83.3734775,4.8
"Sundae Sundae Golf Golf","631 E Lakewood Blvd, Holland, MI 49424, USA",42.8055890,-86.0814940,3.1
"Adventure Golf Design & Development","13721 S W Bay Shore Dr A, Traverse City, MI 49684, USA",44.7786996,-85.6403086,5.0
"Funtyme Adventure Parks","6295 E Saginaw Hwy, Grand Ledge, MI 48837, USA",42.7417521,-84.7160338,4.0
"Stoney Creek Golf","4402 Old US Hwy 23, Oscoda Twp, MI 48750, USA",44.4038531,-83.3248535,1.0
"Bedford Hills Golf Club","6400 Jackman Rd, Temperance, MI 48182, USA",41.7317647,-83.5855458,4.3
"Houghton Lake Old Time Minigolf","1256 W West Branch Rd, Prudenville, MI 48651, USA",44.3059614,-84.6345621,5.0
"Putt'in 4 Paws","6010 Lakeshore Rd, Lexington, MI 48450, USA",43.2538961,-82.5301770,4.8
"Putt-Putt Golf & Games","7057 Main St, Caseville, MI 48725, USA",43.9338690,-83.2807096,3.0
"Gun Lake Miniature Golf and Driving Range","W., 12073 M-179, Wayland, MI 49348, United States",42.6311014,-85.5260691,5.0
"Sandy Dunes Adventure Golf","2755 Port Austin Rd, Port Austin, MI 48467, USA",43.9984238,-83.0926358,4.7
"Outdoor Adventure Fun Zone","10910 US-31, West Olive, MI 49460, USA",42.9667558,-86.1770659,4.1
"Pleasant Meadows (Golf, Mini Golf, Disc Golf)","6028 W Cadillac Dr, Lake, MI 48632, USA",43.8971575,-84.9719655,4.2
"Big Lake Mini Golf","1391 W Houghton Lake Dr, Prudenville, MI 48651, USA",44.2980887,-84.6650611,4.2
"Southern Golf Distributors Inc","500 Mariner Dr, Michigan City, IN 46360, USA",41.7328992,-86.8303134,NONE
"Mystic Creek Golf Course & Banquet Center","1 Champions Circle, Milford, MI 48380, USA",42.5886155,-83.6299637,4.4
"The Greens Of Mackinac","6633 Main St, Mackinac Island, MI 49757, USA",45.8501146,-84.6068223,3.7
"Mini Putt Putt Golf Course","Manistique, MI 49854, USA",45.9530712,-86.2275020,NONE
"Midway Sports & Entertainment","22381 Van Born Rd, Taylor, MI 48180, USA",42.2676710,-83.2542220,4.3
"4X Adventureland","521 Fairlane St, Harrison, MI 48625, USA",44.0270042,-84.8094518,4.4
"AJ'S family fun center","4400 Ball Park Dr NE, Comstock Park, MI 49321, USA",43.0430280,-85.6576040,4.1
"The Links At Dred Scott Miniature golf","10820 Bloomington Ferry Rd, Minneapolis, MN 55438, USA",44.8075127,-93.3857944,4.3
"Pirate's Cove Adventure Golf","17992 MN-371, Brainerd, MN 56401, USA",46.4122157,-94.2845259,4.6
"Lilli Putt","1349 Coon Rapids Blvd NW, Coon Rapids, MN 55433, USA",45.1527940,-93.3017130,4.2
"Moose Mountain Adventure Golf","376 North Garden, Bloomington, MN 55425, USA",44.8554083,-93.2418448,3.1
"Big Stone Mini Golf","7110 County Rd 110 W, Minnetrista, MN 55364, USA",44.9264010,-93.7038520,4.8
"Glow in One Mini Golf","12579 Central Ave NE, Blaine, MN 55449, USA",45.1994134,-93.2321047,4.5
"Can Can Wonderland","755 Prior Ave N #004, St Paul, MN 55104, USA",44.9640730,-93.1831230,4.2
"Putt n Pets Mini Golf","2014 MN-61, Grand Marais, MN 55604, USA",47.7489791,-90.3633401,4.4
"Traditions Mini Golf Llc","24228 MN-210, Deerwood, MN 56444, USA",46.4771260,-93.8894080,4.8
"Whistling Wolf Mini Golf","36006 Co Rd 66, Crosslake, MN 56442, USA",46.6750232,-94.1082792,4.9
"Kendahl Miniature Golf","812 Sunnyside Dr, Cloquet, MN 55720, USA",46.7373330,-92.4662397,4.1
"Pier 77 Mini-Golf","4066 Co Rd 77, Tower, MN 55790, USA",47.8664530,-92.4051290,5.0
"Bison Creek Mini Golf","1207 MN-25, Buffalo, MN 55313, USA",45.1862685,-93.8770348,4.1
"Gator Greens Mini Golf","439 Half St, Lanesboro, MN 55949, USA",43.7345188,-91.9301552,5.0
"Water's Edge Mini Golf - Owatonna","175 Landmark Dr NE, Owatonna, MN 55060, USA",44.1103638,-93.2227810,4.1
"Malt-T-Melt Mini Golf & Malt Shop","6335 Portland Ave, Richfield, MN 55423, USA",44.8883590,-93.2660130,2.5
"Northern Links","20333 Highway 15 North, Hutchinson, MN 55350, USA",44.9116578,-94.3685523,3.6
"Centennial Lakes Park","7499 France Ave S, Edina, MN 55435, USA",44.8669033,-93.3260572,4.6
"Golf Zone","825 Flying Cloud Dr, Chaska, MN 55318, USA",44.8108570,-93.5421440,4.5
"Walker Mini-Golf","Unnamed road, Minneapolis, MN 55403, USA",44.9702968,-93.2904004,NONE
"Medieval Madness Mini-Golf","1343 Wolfe Ave, Montevideo, MN 56265, USA",44.9635501,-95.7106808,4.0
"Capt'n J's Miniature Golf","333 Marina Dr, Superior, WI 54880, USA",46.7226801,-92.0634023,4.2
"Wildwedge Golf, Mini Golf & Maze","32792 Paul Bunyan Trail Drive, Pequot Lakes, MN 56472, USA",46.6286198,-94.3210814,4.7
"Medalist Management","601 Carlson Pkwy #1290, Minnetonka, MN 55305, USA",44.9730315,-93.4660604,4.0
"Arrowhead Mini Golf","4710 W Arrowhead Rd, Hermantown, MN 55811, USA",46.8220274,-92.1759137,4.0
"Rock Of Ages Putt Putt","336 E Broadway, Bloomington, MN 55425, USA",44.8541858,-93.2402510,5.0
"Rock Of Ages Blacklight Minigolf","336 E Broadway, Bloomington, MN 55425, USA",44.8552946,-93.2394906,2.9
"Falls Stay And Play","973-1099 Kendall Ave S, Thief River Falls, MN 56701, USA",48.1037248,-96.1718959,2.0
"Eagle Lake Youth Golf Center","11000 Bass Lake Rd, Plymouth, MN 55442, USA",45.0604110,-93.4179406,4.3
"Synthetic Golf Home","11005 County Rd 11, Sauk Centre, MN 56378, USA",45.7880294,-94.9796585,NONE
"St Croix Mini Golf & Go Carts","1971 US-8, St Croix Falls, WI 54024, USA",45.3979971,-92.5626978,4.1
"Midwest Golf Dome","1815 Van Dyke St, Maplewood, MN 55109, USA",44.9959439,-93.0234803,3.8
"Grand Slam Family Fun Center","2941 Coon Rapids Blvd NW, Coon Rapids, MN 55433, USA",45.1733794,-93.3403798,4.2
"Grand Slam","12425 River Ridge Blvd, Burnsville, MN 55337, USA",44.7784719,-93.2816639,4.2
"Casey's Amusement Park","1305 N Nokomis NE, Alexandria, MN 56308, USA",45.9056428,-95.3657812,4.4
"Big Thrill Factory Minnetonka","17585 MN-7, Minnetonka, MN 55345, USA",44.9120090,-93.5018590,4.0
"Skyline Raceway","2250 40th St SW, Rochester, MN 55902, USA",43.9624460,-92.4973320,3.6
"Crosswoods Golf Course","35878 Co Rd 3, Crosslake, MN 56442, USA",46.6728882,-94.0963133,4.6
"Cascade Bay Water Park","1360 Civic Center Dr, Eagan, MN 55122, USA",44.8170368,-93.1639657,4.4
"Eko Backen Snow Tubing and Country Weddings","22570 Manning Trail N, Scandia, MN 55073, USA",45.2770000,-92.8879760,4.5
"Seasons Mini Golf","9592, 2280 Lakeland Dr, Flowood, MS 39232, United States",32.3317172,-90.1261825,4.4
"MAC N BONES GOLF & GRILL","1 Mac and Bones Blvd, Pearl, MS 39208, USA",32.2685135,-90.1431991,3.4
"Greenville Muni Golf Course","465 Deer Creek Rd, Greenville, MS 38703, USA",33.4892106,-90.9949730,NONE
"Big Play Entertainment Center","1842 Beach Blvd, Biloxi, MS 39531, USA",30.3943050,-88.9479454,4.4
"Lava Links Golf Club","9380 Central Ave, D'Iberville, MS 39540, United States",30.4251262,-88.8900268,NONE
"Bananas Mini Golf & Arcade","2251 E Pass Rd, Gulfport, MS 39507, USA",30.4003394,-89.0045849,4.7
"Bel Air Golf Course","2107 Country Club Rd, Tupelo, MS 38804, USA",34.2855596,-88.7245941,4.4
"Greatest Adventures Miniature Golf","4800 North, Gretna Rd, Branson, MO 65616, United States",36.6599090,-93.2579210,4.4
"Pirate's Cove Adventure Golf","2901 Green Mountain Dr, Branson, MO 65616, USA",36.6323640,-93.2740920,4.6
"Pirate's Cove Adventure Golf","5850 Osage Beach Pkwy, Osage Beach, MO 65065, USA",38.1172290,-92.6820620,4.7
"Brookside Miniature Golf","2925 Shepherd of the Hills Expy, Branson, MO 65616, USA",36.6521623,-93.2774409,3.9
"Sugar Creek Miniature Golf Inc","3001 Bagnell Dam Blvd, Lake Ozark, MO 65049, USA",38.1805876,-92.6260954,4.5
"Parkville Mini Golf","7 W 1st St, Parkville, MO 64152, USA",39.1892911,-94.6843704,3.8
"Lost Treasure Golf","3336 W 76 Country Blvd, Branson, MO 65616, USA",36.6380110,-93.2847628,4.4
"Getaway Golf","3833 E State Hwy D, Springfield, MO 65809, USA",37.1805810,-93.2155043,4.3
"Swing Right Golf","444 E Farm Rd 192, Springfield, MO 65810, USA",37.0975736,-93.2924547,4.6
"Cool Crest Garden Golf","1400 N Belt Hwy, St Joseph, MO 64506, USA",39.7807823,-94.8036939,2.8
"Aloha Mini Golf & Shave Ice","13502 Big Bend Rd, St. Louis, MO 63122, USA",38.5666831,-90.4724747,4.6
"Shoot for the Stars Mini-Golf","3110 W 76 Country Blvd, Branson, MO 65616, USA",36.6376799,-93.2779115,4.1
"Paradise Park","1021 NE Colbern Rd, Lee's Summit, MO 64086, USA",38.9444620,-94.3558428,4.2
"The Island Mini Golf","29187 Sunset Dr, Macon, MO 63552, USA",39.7458852,-92.4971833,5.0
"Family Golf Park","19901-20499 Corporal M. E. Webster Memorial Pkwy, Blue Springs, MO 64015, USA",39.0237830,-94.3423271,4.4
"Back To The 50s Mini Golf","2801 MO-76, Branson, MO 65616, USA",36.6391214,-93.2693727,3.1
"Dinosaur Canyon","2501 Green Mountain Dr, Branson, MO 65616, USA",36.6360346,-93.2672121,4.3
"Putt'n Stuff Family Fun Center","5440 Osage Beach Pkwy, Osage Beach, MO 65065, USA",38.1266236,-92.6648229,4.0
"Hillside Mini Golf","430 W Promenade St, Mexico, MO 65265, USA",39.1712846,-91.8874261,5.0
"Fun Acre","214 W Glenwood St, Springfield, MO 65807, USA",37.1692984,-93.2936628,4.5
"Valley View Garden Golf","1405 9th St NW, Great Falls, MT 59404, USA",47.5203591,-111.3260174,4.7
"Goosetown Miniature Golf","909 Goosetown Rd, Anaconda, MT 59711, USA",46.1287269,-112.9411736,4.7
"Geyser Park","7250 Entryway Dr, Billings, MT 59101, USA",45.7274102,-108.5990539,3.9
"Duane's World Mini Golf","Main St, Winifred, MT 59489, USA",47.5591729,-109.3754768,NONE
"Sleeping Giant Lanes & Mini Golf","3355 US-12 U.S. 12, Helena, MT 59601, USA",46.5903870,-111.9701050,4.3
"Amazing Fun Center","10265 Hwy 2 E, Columbia Falls, MT 59912, USA",48.4246920,-114.0445340,4.1
"Flippin' Family Fun","5501 9th Ave S, Great Falls, MT 59405, USA",47.4950388,-111.2166193,4.4
"Livingston Golf & Country Club","44 View Vista Dr, Livingston, MT 59047, USA",45.6598474,-110.5477190,4.3
"Goosetown Racquet Health Club","909 E Front St, Anaconda, MT 59711, USA",46.1290093,-112.9404598,4.6
"Adventure Golf Center","5901 S 56th St, Lincoln, NE 68516, USA",40.7534930,-96.6448360,4.3
"Andy's Isle of Fun-Jerryco's","2310 N Webb Rd, Grand Island, NE 68803, USA",40.9442020,-98.3799710,5.0
"Putting Plus","9216 Maple St, Omaha, NE 68134, USA",41.2856208,-96.0546401,4.2
"Prehistoric Putt","11134 Q St, Omaha, NE 68137, USA",41.2058857,-96.0867288,4.4
"Mini Golf Course","3916 18th St, Columbus, NE 68601, USA",41.4338757,-97.3762833,4.5
"Papio Greens Golf Center","11050 S 66th St, Papillion, NE 68133, USA",41.1494820,-96.0150170,3.5
"Beatrice Mini Golf","2099 N 6th St, Beatrice, NE 68310, USA",40.2859821,-96.7476429,5.0
"Papio Fun Park","210 E Lincoln St, Papillion, NE 68046, USA",41.1545410,-96.0386820,4.2
"Boulder Creek Amusement Park","14208 S St, Omaha, NE 68137, USA",41.2041882,-96.1359649,3.7
"Family Fun Center XL","10765 M St, Omaha, NE 68127, USA",41.2106775,-96.0801375,3.0
"Esther Marie Daniel Mini-Golf Course","Ashland, NE 68003, USA",41.0215841,-96.3152359,NONE
"Pacific Springs Golf Course","16810 Harney St, Omaha, NE 68118, USA",41.2552830,-96.1792250,4.2
